Varenummer;Varegruppenavn;Varenavn;Pris;Beholdning;Vaegt;Modelbetegnelse;EAN nummer;Producentnavn;Leveringstid
987688708;Hardware;OKI Sort 8000 sider ;95.74;0;0.534;43865708;5031713039808;OKI;5
987688707;Hardware;OKI Cyan 2000 sider;71.64;0;0.596;43872307;5031713039792;OKI;4
987688758;Hardware;LogiLink HDMI 3-Port Mini Switch with RC - Video-/audioswitch - 3 x HDMI - desktop;14.16;0;0.35;HD0003;4260113566855;2direct;4
987688914;Hardware;LogiLink FAN101 Indsats med blæser;3.09;0;0.08;FAN101;4014619039258;2direct;4
987689019;Hardware;OKI Magenta 6000 sider;151.04;0;0.621666;43487710;5031713037729;OKI;5
987689454;Hardware;Canon 718 Cyan Cyan 2900 sider;77.53;6;0.89;2661B002;4960999628608;Canon;0
987689746;Hardware;MediaRange Retail-Pack CD-Jewelcases single Cd-hylster for lagring;3.59;1;0.3;BOX31;4260057122186;MediaRange;0
987689747;Hardware;MediaRange Cd-hylster for lagring;3.56;0;0.31;BOX31-2;4260057127167;MediaRange;5
987690602;Hardware;OKI Sort 7000 sider;88.77;0;0.315;43502002;5031713035435;OKI;5
987690961;Hardware;Canon BCI 6C Cyan 550 sider;8.03;0;0.048;4706A002;4960999864822;Canon;5
987691372;Hardware;Epson ERC 05B Sort ;0.94;0;0.02;C43S015352;5711045626104;Epson;4
987691424;Hardware;HP Superior Inkjet Paper 180 Papir A3 (297 x 420 mm) 50ark;19.42;0;1.317;C6821A;5055344664895;Hewlett-Packard;5
987691488;Hardware;NewStar Stativ LCD display 10-27;34.06;0;2.97;FPMA-D850BLACK;8717371442811;NewStar;5
987691717;Hardware;HP 647A Sort 8500 sider;120.51;0;1.585714;CE260A;884420186816;Hewlett-Packard;4
61772;Mobiler, Telefoni & Navigation;Plantronics .Audio 655 Kabling Headset ;26.73;0;0.11;80935-15;5033588031628;Plantronics;7
987693573;Hardware;Epson ERC 32B Sort ;2.68;0;0.073333;C43S015371;4965957606209;Epson;7
987693652;Hardware;Kyocera TK 895Y Gul 6000 sider;56.77;0;0.768333;1T02K0ANL0;632983019047;Kyocera;4
987693810;Hardware;Kensington Combination Ultra Laptop Lock Sikkerhedskabelslås;29.39;0;0.248;K64675EU;5028252308908;Kensington Computer Products Group;5
987693868;Hardware;HP - ( 220 V ) - vedligeholdelseskit - for LaserJet M5025 MFP, M5035 MFP, M5035x MFP, M5035xs MFP  LaserJet Enterprise M5039xs MFP;192.68;1;4.706666;Q7833A;0882780506558;Hewlett-Packard;0
987694657;Hardware;Fellowes Office Suites Stativ Monitor;25.26;0;5.6;8031101;0043859470976;Fellowes;7
987694711;Hardware;LogiLink Touch Pen;4.49;0;0.04;AA0015;4052792008210;2direct;3
987694965;Hardware;brennenstuhl Premium-Alu-Line Stikdåse;12.51;0;0.97;1391000016;4007123141586;brennenstuhl;5
987695237;Hardware;Brother TZe 261 Lamineret bånd  (3,6 cm x 8 m) 1rulle(r);16.07;15;0.1;TZE261;4977766685528;Brother;0
62756;Mobiler, Telefoni & Navigation;Kensington Si600 Wireless Presenter with Laser Pointer - Fjernbetjening til præsentation - 4 knapper - RF;24.37;5;0.2;33374EU;0085896333746;Kensington Computer Products Group;0
987700493;Hjem & Hobby;Philips Mini Vac FC6142 Støvsuger;30.31;0;1.4;FC6142/01;8710103320135;Philips;5
987700579;Hjem & Hobby;Kärcher MV 4 Premium Støvsuger;100.07;0;7.2;1.348-151.0;4039784916449;K;5
987700575;Hjem & Hobby;Kärcher WD 3 Premium Støvsuger;61.62;0;5.8;1.629-841.0;4039784979024;K;5
987702712;Hjem & Hobby;DeWALT DT20703-QZ - Multi-tool blade - for rough wood - bredde  30 mm;13.03;0;0.04;DT20703-QZ;5035048099261;DeWALT;5
987704375;Hardware;BUFFALO LinkStation 220 2,5 / 3,5 delt 2Moduler 2TB;173.81;0;1.7;LS220D0402-EU;4981254019580;Buffalo Technology;5
70833;Hardware;Creative Sound Blaster X-Fi Go! Pro USB Ekstern;19.95;4;0.16;70SB129000005;5390660184260;Creative Technology;0
71006;Hardware;LogiLink - Sikkerhedskabelslås - 1.5 m;3.88;2;0.2;NBS002;4260113565377;2direct;0
987708424;Hardware;Mushkin DDR2  2GB 667MHz CL5   SO-DIMM;11.86;0;0.02;991559;0873648003982;Mushkin Enhanced;5
987708847;Hardware;Kingston ValueRAM DDR3  8GB 1333MHz CL9;32.1;0;0.01;KVR1333D3N9/8GBK;0740617206906;Kingston Technology;5
987710442;Hardware;Transcend microSD 2GB;6.03;0;0;TS2GUSD;0760557804871;Transcend Information;3
987710506;Hardware;Transcend Ultimate SDHC 4GB Class 10 ;4.54;0;0;TS4GSDHC10;0760557817222;Transcend Information;5
987711179;Hardware;Transcend JetFlash 780 64GB;28.73;0;0.01;TS64GJF780;0760557824701;Transcend Information;7
987711180;Hardware;Transcend JetFlash 350 64GB;8.04;0;0.01;TS64GJF350;0760557821243;Transcend Information;5
987713238;Hardware;Cisco SFP (mini-GBIC) transceiver modul Gigabit Ethernet Indstiksmodul;87.11;0;0.08;GLC-SX-MMD=;0882658340895;Cisco Systems;5
987713843;Hardware;ATEN Seriel adapter USB 230Kbps Kabling;10.04;5;0.06;UC232A-AT;4710423770751;ATEN Technology;0
987713946;Hardware;Sony Handycam HDR-CX240E 1080p Sort Videokamera;139.18;0;0.19;HDRCX240EB.CEN;4905524969412;Sony;7
987714302;Computertilbehør;Nikon MC-DC2 - Kabel til lukkerudløser - for Nikon D3200, D4s, D5200, D5300, D600, D610, D7100, D750, Df  Coolpix A, P7700, P7800;24.92;0;1;VDR00101;0;Nikon;5
987714606;Hardware;Canon DCC-1200 Taske Til kamera ;7.91;0;1;0030X833;8714574534602;Canon;1
987714817;Hardware;Kensington Foam Mouse Wristrest;9.24;2;0.927;62384;0636638006284;Kensington Computer Products Group;0
987715243;Hardware;ATEN CubiQ CS1764A KVM / audio-switch Desktop ;127.98;0;0.94;CS1764A-AT-G;;ATEN Technology;4
987715245;Hardware;ATEN CS22U KVM switch Desktop;12.69;0;0.31;CS22U-AT;4710423775978;ATEN Technology;5
987716583;Hardware;Samsung ETA0U10E - Strømforsyningsadapter - for Galaxy Core Prime VE, Pocket Plus, Xcover, Y Duos, Young, Young Duos  GT C3520, E1270;6.88;0;0.12;ETA0U10EBECSTD;7330381067013;Samsung;3
987717110;Hardware;ANSMANN X-POWER C-type Standardbatterier;2.61;0;0.05;5015623;4013674003792;ANSMANN-ENERGY;5
75499;Hardware;Cooler Master Notepal U2 Plus Blæser;16.74;8;0.65;R9-NBC-U2PK-GP;4719512041338;Cooler Master;0
987718216;Hardware;Lenovo ePac On-site Repair - Garantiforlængelse - reservedele og arbejdskraft - 3 år - on-site - for ThinkPad E45X  L540  L560  T440  T450  T460  T540  T550  T560  W54X  W550  X250  X260;119.4;0;0.55;5WS0A14086;4053162343023;Lenovo;3
987718590;Hardware;Targus Bæretaske  13.3 Polyester Polybutylen Sort;26.65;3;0.81;TBT236EU;5051794008814;Targus;0
75533;Hardware;Cooler Master IC Essential E1 Termisk paste;2.95;50;0.045;RG-ICE1-TG15-R1;4719512032046;Cooler Master;0
987721623;Hardware;Antec SmartCool Indsats med blæser;5.51;0;0.09;0-761345-75009-7;0761345750097;Antec;7
987721737;Hardware;Noctua NF-A14 PWM Indsats med blæser;17.27;19;0.35;NF-A14 PWM;4716123314981;Noctua;0
987723639;Hardware;APC Smart-UPS X 3000 Rack/Tower LCD UPS;1854.63;0;37.3;SMX3000RMHV2U;0731304268529;APC;4
81333;Hardware;Canon CLI 521C Cyan;8.97;46;0.038571;2934B001;4960999577494;Canon;0
81331;Hardware;Canon CL 511 Farve (cyan, magenta, gul) 244 sider;13.66;50;0.2;2972B001;4960999617039;Canon;0
987725791;Hardware;Canon C-EXV 3 Sort ;31.73;0;1.293;6647A002;4960999000343;Canon;7
987725851;Hardware;Dell Magenta 1000 sider ;52.22;0;0.423333;593-11128;;Dell;4
987725852;Hardware;Dell Cyan 700 sider ;46.46;0;0.426666;593-11145;5397063226399;Dell;7
987725920;Hardware;Epson Sort 10000 sider;63.33;0;0.4425;C13S050245;10343607514;Epson;5
987727625;Hardware;Epson T1591 Foto-sort;13.12;0;0.053;C13T15914010;8715946482521;Epson;5
987727603;Hardware;Epson T6031 Foto-sort;86.9;0;0.405;C13T603100;10343864443;Epson;5
987728117;Hardware;Epson T5803 Magenta ;38.7;0;0.168;C13T580300;10343858794;Epson;5
987728125;Hardware;Epson T5442 Cyan ;91.32;0;0.375;C13T544200;0010343840287;Epson;5
987728130;Hardware;Epson T5447 Lys sort ;91.32;0;0.357;C13T544700;0010343840331;Epson;5
987728144;Hardware;Epson Gul ;75.52;0;0.363;C13T653400;0010343877641;Epson;5
987728146;Hardware;Epson - Grøn - original - blækpatron - for Stylus Pro 4900, Pro 4900 Spectro_M1;75.52;0;0.367;C13T653B00;0010343877719;Epson;5
987728151;Hardware;Epson T5964 Gul;126.8;0;0.6;C13T596400;10343868427;Epson;5
987728248;Hardware;Epson Lys cyan ;29.73;0;0.6;C13S020448;4548056917270;Epson;5
987728173;Hardware;Epson T1573 Levende rød;19.01;0;0.065;C13T15734010;8715946479453;Epson;5
987728199;Hardware;Epson Levende lyserød;38.43;0;0.157;C13T580B00;10343873643;Epson;5
987731150;Hardware;Transcend StoreJet Harddisk 25H3B 1TB 2.5 USB 3.0;47.76;0;0.22;TS1TSJ25H3B;0760557828112;Transcend Information;7
987733414;Hardware;HP 21XL Sort 475 sider;26.38;50;0.07;C9351CE;884420028932;Hewlett-Packard;0
987734222;Hardware;Xerox Phaser 6200 Gul 8000 sider;111.4;1;1;016200700;42215485227;Xerox;0
82435;Hardware;Canon CLI 551GY XL Grå 275 sider;11.92;50;0.045714;6447B001;4960999904542;Canon;0
987734686;Hardware;Canon PGI 9  Multi-Pack Rød Grøn Fotocyan Fotomagenta Mat sort;48.74;0;0.12;1033B013;8714574564357;Canon;5
82462;Hardware;Brother LC 123C Cyan 600 sider;10.31;50;0.06;LC123C;4977766713900;Brother;0
82464;Hardware;Brother LC 123Y Gul 600 sider;10.31;50;0.06;LC123Y;4977766713924;Brother;0
987734765;Hardware;Xerox Phaser 6360 Cyan 12000 sider;178.35;0;0.513333;106R01218;95205428186;Xerox;5
987734785;Hardware;Xerox - Sort - original - blækbeholder - for Xerox 7142;85.16;0;0.43;106R01300;8592978005818;Xerox;3
987734827;Hardware;Xerox Cyan 17800 sider ;176.61;0;0.61;106R01436;95205751895;Xerox;5
987734864;Hardware;Xerox Phaser 7800 Magenta 17.200 sider;302.47;0;0.654;106R01567;95205766363;Xerox;5
987735009;Hardware;Xerox VersaLink C400 60000 sider;187.86;0;4.493333;108R01121;95205964172;Xerox;5
987735537;Hardware;DYMO Rhino Heat Shrink Tubes Rør  (0,9 cm x 1,5m);30.24;0;0.056666;1805444;0071701059994;Newell Rubbermaid;3
987735701;Hardware;Lexmark Sort 6000 sider ;104.84;0;1;24B6011;734646498777;Lexmark International;5
987736388;Hardware;Ricoh Gul 2200 sider;21.02;0;0.11;405764;4961311866722;Ricoh;7
987736395;Hardware;Ricoh Type 220 25000 sider ;18.34;0;0.88;406043;4961311037214;Ricoh;7
987736419;Hardware;Ricoh Sort 6500 sider;79.8;0;1.455;406479;4961311848810;Ricoh;5
987736648;Hardware;OKI 60000 sider;81.81;0;2.26;43363412;5031713031543;OKI;3
987736723;Hardware;Canon 029 7000 sider;59.18;0;0.665;4371B002;4960999684178;Canon;5
987736796;Hardware;OKI Sort 20000 sider ;118.37;0;2.5;44035520;5031713046196;OKI;7
987737226;Hardware;Lexmark 520XA Sort 45000 sider ;530.23;0;1.77;52D0XA0;0734646427135;Lexmark International;5
987737276;Hardware;Fellowes - Hvid - A4 (210 x 297 mm) 10 stk. renseark;5.28;0;0.5;5320604;0043859522163;Fellowes;7
83327;Hardware;Lenovo ThinkPad Advanced Mini-Dock Portreplikator;14.94;0;0.9;39T4587;5705965964170;Lenovo;4
987737820;Hardware;Dell Gul 4000 sider ;127.07;0;0.24;593-BBBR;5397063223985;Dell;7
987738193;Hardware;Canon PFI 706 R Rød;202.19;0;1.03;6687B001;4960999910765;Canon;7
987738370;Hardware;Toshiba T FC28EM Magenta 28800 sider ;85.29;0;1.07;6AJ00000048;4519232131827;Toshiba;5
987738516;Hardware;Lexmark 700D1 Sort 40000 sider;42.31;0;1.126666;70C0D10;0734646436496;Lexmark International;7
987738681;Hardware;Lexmark 800S2 Cyan 2000 sider;100.02;0;0.24;80C0S20;0734646479318;Lexmark International;4
83597;Hardware;Lenovo ThinkPad Basic Dock Portreplikator;73.78;0;0.82;40A00065EU;0887770918052;Lenovo;5
83602;Hardware;Lenovo ThinkPad Pro Dock Portreplikator;127.24;0;0.91;40A10065DK;0887942424336;Lenovo;3
987739400;Hardware;Konica Minolta TNP-24 Sort 8000 sider ;81.41;0;1;A32W021;0039281054532;Konica Minolta Holdings;5
987739406;Hardware;Konica Minolta TN321M Magenta 30000 sider;64.27;0;0.8;A33K350;4053768173390;Konica Minolta Holdings;5
987739986;Hardware;Epson Sort 30000 sider ;106.72;0;1.265;C13S051204;8715946474656;Epson;5
987740468;Hardware;Epson UltraChrome HDR Foto-sort;203.66;1;0.6;C13T636100;10343870819;Epson;0
987740456;Hardware;Epson T6148 Mat sort;86.9;0;0.335;C13T614800;0010343866010;Epson;7
987740471;Hardware;Epson UltraChrome HDR Gul;228.96;0;0.6;C13T636400;10343870840;Epson;7
987740528;Hardware;Epson 79XL Gul 2000 sider;26.65;17;0.105;C13T79044010;8715946536019;Epson;0
987740501;Hardware;Epson T693500 Mat sort;116.36;0;0.577;C13T693500;10343886179;Epson;5
987740531;Hardware;Epson 79 Magenta 800 sider;15;0;0.09;C13T79134010;8715946535968;Epson;5
987740575;Hardware;Epson ERC 38B Sort ;1.74;0;0.046666;C43S015374;8715946270111;Epson;5
84287;Hardware;ASUS PA248Q 24.1 1920 x 1200 DVI VGA (HD-15) HDMI DisplayPort Pivot Skærm;285.21;0;6.4;90LMG0150Q00081C-;4716659122029;ASUSTeK COMPUTER;4
987740887;Hardware;Lexmark Cyan 6000 sider;228.16;0;2.53;C792A1CG;734646194228;Lexmark International;7
987740899;Hardware;Lexmark 180.000 sider ;11.92;0;0.65;C792X77G;734646228367;Lexmark International;7
987741024;Hardware;HP 70 Grå Blank forstærker;58.25;0;0.106666;C9410A;882780528512;Hewlett-Packard;5
987741284;Hardware;HP 150.000 sider;188.8;0;0.82;CE516A;0886112880651;Hewlett-Packard;20
987741349;Hardware;HP 828A Sort 30000 sider;68.96;0;3.925;CF358A;887111323958;Hewlett-Packard;5
987741574;Hardware;HP Durable Black Sort;24.64;0;0.14;CQ849A;4053162287198;Hewlett-Packard;5
987741537;Hardware;HP 761  gul ;136.04;0;0.6;CM992A;885631448267;Hewlett-Packard;5
987741596;Hardware;HP Everyday Photo Paper Fotopapir 100 x 150 mm 100ark;3.08;50;0.2875;CR757A;886111974887;Hewlett-Packard;0
987741636;Hardware;HP 980 Sort 10000 sider;74.58;0;0.39;D8J10A;887758769157;Hewlett-Packard;5
987742267;Hardware;Sharp MXC38GTB Sort 10000 sider ;21.29;0;0.51;MX-C38GTB;4974019596518;Sharp;7
987742592;Hardware;DYMO D1 Mærkattape  (1,9 cm x 7 m) 1rulle(r);14.06;0;0.05;S0720880;5411313452182;Newell Rubbermaid;5
987742601;Hardware;DYMO D1 Mærkattape  (2,4 cm x 7 m) 1rulle(r);15.93;0;0.06;S0720980;5411313537186;Newell Rubbermaid;4
987742622;Hardware;DYMO LabelWriter Address Adresseetiketter 28 x 89 mm 3120etikette(r) ;73.38;0;1.556666;S0722360;5411313131889;Newell Rubbermaid;4
987742604;Hardware;DYMO D1 Mærkattape  (2,4 cm x 7 m) 1rulle(r);15.67;0;0.373333;S0721010;5411313537216;Newell Rubbermaid;4
84604;Hardware;Intenso Harddisk Memory Center 4TB 3.5 USB 3.0 5400rpm;74.85;8;0.95;6031512;4034303016860;Intenso;0
987743178;Hardware;Lexmark Sort 36000 sider ;385.09;0;2.926666;X654X11E;734646073752;Lexmark International;5
987744324;Hardware;Neovo Stativ LCD display Op til 24;45.52;0;3.2;ES-02;4710739592061;AG Neovo;5
84669;Hardware;Dicota Beskyttelsesomslag Grå Blå  iPad 1;2.54;30;0.1;N26438P;4019863264388;Dicota;0
987745610;Hardware;Neovo - Vægmonteringspakke;11.03;0;1;WMK-01;4710739599008;AG Neovo;5
987745698;Hardware;Lenovo Harddisk 1TB 2.5 SAS 7200rpm;240.23;0;0.42;00Y2511;0883436294812;IBM;3
987746126;Hardware;Lenovo ThinkPlus Preferred Pro - Tastatur - PS/2 -;4.7;0;0.95;31P7418;;;2
987747963;Hardware;Xerox Sort 14100 sider;55.8;0;1.92;003R95921;5017534959211;Xerox;7
85081;Hardware;WD Elements Portable Harddisk WDBUZG5000ABK 500GB USB 3.0;49.24;0;0.13;WDBUZG5000ABK-EESN;0718037810461;Western Digital;3
987757588;Hardware;Lenovo ThinkPad Harddisk USB 3.0 Secure 1TB USB 3.0 5400rpm;192.56;0;0.22;0A65621;0887263306182;Lenovo;4
987766843;Hardware;Xerox Sort 10600 sider ;70.66;0;2.38;106R02261;0095205859935;Xerox;7
987787421;Hardware;Jabra Siemens DHSG cable;19.29;0;0.037142;14201-10;5706991004670;Jabra;5
987787423;Hardware;Jabra - Telefonkabel - 50 cm - for Jabra GN 9120, GN9120, GN9330, GN9350;8.61;0;0.02;14201-12;5706991004823;Jabra;3
987787450;Hardware;Jabra - 'optaget' lys indikator til hovedtelefon - for PRO 9460, 9460 DUO, 9460 NCSA, 9465 DUO, 9470, 9470 NCSA;22.82;0;0.08;14207-10;5706991010541;Jabra;5
94729;Hardware;TRENDnet TK 207K KVM switch Desktop;15.4;12;0.1;TK-207K;0710931304237;TRENDnet;0
94948;Hardware;Seagate Backup  Harddisk STDR1000200 1TB USB 3.0;40.84;10;0.14;STDR1000200;7636490051562;Seagate;0
95219;Hardware;Microsoft Comfort Mouse 4500 Optisk Kabling Sort;12.16;0;0.13;4FD-00023;0885370411430;Microsoft;5
95307;Hardware;Logitech B100 Optisk Kabling Sort;4.95;50;0.12;910-003357;5099206041271;Logitech;0
95922;Hardware;Seagate Backup  Harddisk STDR2000201 2TB USB 3.0;54.5;16;0.14;STDR2000201;7636490051661;Seagate;0
95926;Computere & Tablets;Logitech Mobile Speakerphone P710e Sort ;87.32;0;0.28;980-000742;5099206048836;Logitech;6
987875738;Hardware;Dell Primary Battery - Batteri til bærbar compu;95.87;0;0.39;451-BBIE;5397063814879;Dell;3
987889349;Hardware;Sandberg - Telefonkabel - RJ-11 (han) - RJ-11 (han) - 10 m - hvid;10.15;0;1;502-53;5705730502538;Sandberg;3
987893491;Hardware;Canon CL 541XL Farve (cyan, magenta, gul);18.42;0;0.087;5226B004;8714574572598;Canon;5
987893488;Hardware;Canon PG 540 Sort;12.85;0;0.064;5225B004;8714574572529;Canon;5
96887;Hardware;DeLOCK Converter MacBook Air SSD > SATA 22 pin Lagringskontrol;10.19;6;0.5;62429;4043619624294;DeLOCK;0
987910191;Hardware;Eaton 5PX 2200 Netpack UPS;914.63;0;28.5;5PX2200IRTN;7431720359438;Eaton Corporation;4
97131;Hardware;Intel Ethernet Server Adapter Netværksadapter PCIe 2.1 x1;53.01;0;0.11;I210T1BLK;5032037049603;Intel;5
97304;Hardware;DeLOCK DVI-adapter 20cm ;5.85;0;0.18;65053;4043619650538;DeLOCK;4
97328;Hardware;Cisco Catalyst 2960X-24PS-L Switch 24-porte Gigabit  PoE+;902.3;0;5.8;WS-C2960X-24PS-L;0882658554339;Cisco Systems;7
97330;Hardware;Cisco Catalyst 2960X-24PD-L Switch 24-porte Gigabit  PoE+;1329.26;0;5.7;WS-C2960X-24PD-L;0882658554322;Cisco Systems;5
97472;Hardware;ASUS Netværksadapter PCIe;60.35;0;0.13;90IG00R0-BM0G00;4716659557821;ASUSTeK COMPUTER;5
987931609;Hardware;Eaton Protection Box 5 Strømstødsbeskytter;18.4;0;0.61;66712;3553340667121;Eaton Corporation;3
97485;Hardware;D-Link AirPremier DAP-2695 1750Mbps;141.28;0;1.14;DAP-2695;0790069397813;D-Link;5
97573;Hardware;Linksys EA6900 4-port switch;81.95;7;0.53;EA6900-EJ;4260184663163;Linksys;0
987949311;Hardware;Zebra Z-Select 2000D Etiketter 57.2 x 31.8 mm 25200etikette(r) ;88.59;0;7.7;800262-125;5051964027089;Zebra Technologies;3
987950334;Hardware;Lexmark 802XY Gul 4000 sider;101.63;0;0.268;80C2XY0;734646481359;Lexmark International;7
987957464;Mobiler, Telefoni & Navigation;Konftel 300Wx Analog Sort;486.8;0;1;910101077;7394001010728;Konftel;5
987997828;Hardware;APC NetShelter SX Enclosure Roof and Sides Rack Sort;1914.96;0;161;AR3350;0731304256298;APC;7
987999206;Hardware;HP Stativ 2 LCD displays Op til 24;121.67;0;17.39;AW664AA#AC3;0884962381861;;5
201622;Hardware;Epson T6190 35000 sider;15.93;0;0.3;C13T619000;8715946405162;Epson;5
202208;Hardware;HP 45A Sort 18000 sider;158.53;0;0.5;Q5945A;829160296197;Hewlett-Packard;5
204139;Hardware;Cisco SFP (mini-GBIC) transceiver modul Gigabit Ethernet Indstiksmodul;115.08;0;0.51;GLC-T=;0746320861579;Cisco Systems;5
205343;Hardware;Cisco SFP Copper Twinax Cable Dobbelt-axial 1m Direkte påsætning-kabel;32.16;0;0.09;SFP-H10GB-CU1M=;0882658210723;Cisco Systems;5
988007253;Hardware;Epson Traditional Photo Paper Fotopapir A4 (210 x 297 mm) 25ark;17.27;1;0.765;C13S045050;8715946394282;Epson;0
206748;Hardware;NETGEAR GS108 Switch 8-porte Gigabit;26.65;4;0.5;GS108GE;0606449025187;NETGEAR;0
988013443;Hardware;Cisco StackPower - Strømkabel - 30 cm - for Catalyst 3750X-12, 3750X-24, 3750X-48;36.18;0;0.226666;CAB-SPWR-30CM=;0882658330797;Cisco Systems;5
232354;Hardware;Epson T0804 Gul;9.77;0;0.04;C13T08044011;8715946494142;Epson;5
988019304;Hardware;Panasonic Knapcellebatterier CR2430;2.35;0;0;CR2430L/1BP;5410853012313;Panasonic;5
988019303;Hardware;Sony CR Knapcellebatterier CR2430;2.22;0;0.01;CR2430B1A;8562008199;Sony;4
988019298;Hardware;Panasonic Knapcellebatterier CR2032;1.79;0;0;CR2032L/1BP;5019068085138;Panasonic;5
988019667;Hardware;ATEN CS74U KVM / audio-switch Desktop;59.62;0;0.6;CS74U-AT;4710423773448;ATEN Technology;4
988020258;Hardware;Targus Corporate Traveler Bæretaske  15.6 1680D balistisk nylon Sort;49.41;11;1.52;CUCT02UA15EU;5024442898600;Targus;0
258034;Hardware;Lexmark Sort 21000 sider;264.72;0;2.3875;64040HW;734646344654;Lexmark International;5
988022958;Hardware;Brother DK44605 Etiketter  (6,2 cm x 30,5 m) 1rulle(r);14.04;0;0.35;DK44605;4977766635158;Brother;5
261522;Hardware;Canon C-EXV 26 Cyan 6000 sider;69.09;0;1;1659B006;4960999612416;Canon;5
988024708;Hardware;Intel Netværksadapter PCIe 2.1 x1;32.26;0;0.11;E0X95AA;0887758430248;Hewlett-Packard;3
988029996;Hardware;Belkin USB 2.0 USB forlængerkabel 3m;6.32;0;0.12;F3U134B10;0722868246382;Belkin International;4
285547;Hardware;DeLOCK Compact Flash Adapter Kortadapter CompactFlash;16.6;12;0.08;61796;4043619617968;DeLOCK;0
988030301;Hardware;HP Videoadapter HDMI / DVI;11.81;0;0.087;F5A28AA;0888182172506;Hewlett-Packard;3
988030595;Hardware;Belkin MIXIT Lightning to USB ChargeSync;12.54;0;0.036666;F8J023BT06INBLK;0722868951804;;5
293083;Hardware;Lian Li PC-Q07 Minitower Mini ITX Ingen strømforsyning Sort;42.59;0;1.1;PC-Q07B;4718466990990;Lian Li Industrial Company;5
301604;Hardware;Intenso Basic Line 16GB;4.44;0;0.02;3503470;4034303015368;Intenso;5
988076035;Hardware;IOGEAR GCS22U KVM switch Desktop;27.71;0;0.4;GCS22U;0881317011022;IOGEAR;3
988078163;Hardware;Zebra GX Series GX430t Direkte termisk/termisk transfer;450.38;10;2.1;GX43-102420-000;5711045575501;Zebra Technologies;0
988078158;Hardware;Zebra GX Series GX420d Direkt termisk;364.93;0;1.4;GX42-202521-000;4054318204670;Zebra Technologies;4
306477;Hardware;DeLOCK PCI Express card FireWire A / B;29.32;5;0.18;89153;4043619891535;DeLOCK;0
316069;Hardware;D-Link DUB H4;14.59;5;0.09;DUB-H4/E;0790069243905;D-Link;0
336678;Hardware;SanDisk Cruzer Glide 16GB;3.64;0;0.01;SDCZ60-016G-B35;0619659075569;SanDisk;7
349147;Hardware;Kingston ValueRAM DDR3  16GB kit 1600MHz CL11;64.2;0;0.05;KVR16N11K2/16;0740617207484;Kingston Technology;5
349299;Hardware;DeLOCK - USB strømkabel - 1.8 m;5.38;0;0.04;82417;4043619824175;DeLOCK;4
349868;Hardware;OKI Sort 7000 sider;73.91;0;0.665;44844616;5031713056188;OKI;5
988142966;Hardware;Dell - Strømforsyningsadapter - 90 Watt;40.56;0;1;NY512;5704327937371;Dell;3
988159708;Hardware;Patriot DDR3  8GB 1333MHz CL9;23.4;0;0.12;PSD38G13332;0815530012252;Patriot Memory;7
455276;Hjem & Hobby;Siemens Vand filter ;9.24;0;0.1;TZ70003;4242003442340;Siemens;7
988170616;Hardware;HP - ( 220 - 240 V ) - fikseringsenhed - for LaserJet P2035, P2035n, P2055, P2055d, P2055dn, P2055x;107.12;0;3;RM1-6406-000CN;;;3
474991;Hardware;DeLOCK 15 pin Serial ATA strøm (male) - 6 pin PCI Express-strøm (male) 21cm;2.21;36;0.013333;82924;4043619829248;DeLOCK;0
988184046;Hardware;APC Smart-UPS X 120V External  Pack Rack/Tower Batterihus;729.96;0;56.4;SMX120RMBP2U;0731304268574;APC;4
